CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_ScoreGroup,Loyalty
13196,12,110,1805.0,1,1,1,3,111,Platinum
14621,2,92,1798.0,1,1,1,3,111,Platinum
13230,5,611,2864.0,1,1,1,3,111,Platinum
13232,13,207,1367.0,1,1,1,3,111,Platinum
14178,9,327,1632.0,1,1,1,3,111,Platinum
17677,2,304,16376.0,1,1,1,3,111,Platinum
17173,6,86,3768.0,1,1,1,3,111,Platinum
15867,6,461,3869.0,1,1,1,3,111,Platinum
14180,11,240,4784.0,1,1,1,3,111,Platinum
18109,2,444,8109.0,1,1,1,3,111,Platinum
15640,5,484,12561.0,1,1,1,3,111,Platinum
18102,1,431,259665.0,1,1,1,3,111,Platinum
14626,24,122,2805.0,1,1,1,3,111,Platinum
16407,13,172,2149.0,1,1,1,3,111,Platinum
13246,19,141,1995.0,1,1,1,3,111,Platinum
17682,11,118,2501.0,1,1,1,3,111,Platinum
18097,8,108,2707.0,1,1,1,3,111,Platinum
16987,4,129,1633.0,1,1,1,3,111,Platinum
15858,16,191,1452.0,1,1,1,3,111,Platinum
15398,17,73,1350.0,1,1,1,3,111,Platinum
17350,9,71,1293.0,1,1,1,3,111,Platinum
13198,11,226,3430.0,1,1,1,3,111,Platinum
13199,4,119,9816.0,1,1,1,3,111,Platinum
17673,2,227,1640.0,1,1,1,3,111,Platinum
15089,11,145,2439.0,1,1,1,3,111,Platinum
17675,2,705,20455.0,1,1,1,3,111,Platinum
17346,4,500,2691.0,1,1,1,3,111,Platinum
14194,5,579,11424.0,1,1,1,3,111,Platinum
17676,5,78,1401.0,1,1,1,3,111,Platinum
15861,13,546,3214.0,1,1,1,3,111,Platinum
15394,10,85,2196.0,1,1,1,3,111,Platinum
14189,3,265,4664.0,1,1,1,3,111,Platinum
17348,15,215,1170.0,1,1,1,3,111,Platinum
16422,18,369,34672.0,1,1,1,3,111,Platinum
15078,8,440,9832.0,1,1,1,3,111,Platinum
18122,9,364,1847.0,1,1,1,3,111,Platinum
18118,11,1279,5701.0,1,1,1,3,111,Platinum
14191,2,259,4725.0,1,1,1,3,111,Platinum
17068,13,296,4608.0,1,1,1,3,111,Platinum
17861,4,222,2121.0,1,1,1,3,111,Platinum
14243,9,141,2603.0,1,1,1,3,111,Platinum
13113,1,201,12274.0,1,1,1,3,111,Platinum
15676,19,202,3448.0,1,1,1,3,111,Platinum
16474,8,360,1885.0,1,1,1,3,111,Platinum
14572,4,270,2855.0,1,1,1,3,111,Platinum
14298,9,1637,51508.0,1,1,1,3,111,Platinum
14292,8,100,4874.0,1,1,1,3,111,Platinum
13078,4,358,12665.0,1,1,1,3,111,Platinum
17644,2,157,2918.0,1,1,1,3,111,Platinum
15671,19,78,2655.0,1,1,1,3,111,Platinum
14562,4,423,5112.0,1,1,1,3,111,Platinum
14291,2,237,3918.0,1,1,1,3,111,Platinum
18172,15,189,7572.0,1,1,1,3,111,Platinum
13102,2,304,6434.0,1,1,1,3,111,Platinum
16746,5,449,6769.0,1,1,1,3,111,Platinum
15123,8,106,2209.0,1,1,1,3,111,Platinum
13081,12,1028,28385.0,1,1,1,3,111,Platinum
13098,2,572,28971.0,1,1,1,3,111,Platinum
13137,11,704,3682.0,1,1,1,3,111,Platinum
14282,4,156,3768.0,1,1,1,3,111,Platinum
15134,15,73,1388.0,1,1,1,3,111,Platinum
15814,17,72,1950.0,1,1,1,3,111,Platinum
14290,12,101,2328.0,1,1,1,3,111,Platinum
14286,24,280,4650.0,1,1,1,3,111,Platinum
16744,12,242,1321.0,1,1,1,3,111,Platinum
14560,8,74,2239.0,1,1,1,3,111,Platinum
13089,3,1818,58964.0,1,1,1,3,111,Platinum
13090,9,155,8919.0,1,1,1,3,111,Platinum
17315,2,473,6331.0,1,1,1,3,111,Platinum
13115,12,120,2315.0,1,1,1,3,111,Platinum
16496,9,95,1608.0,1,1,1,3,111,Platinum
14262,9,143,2621.0,1,1,1,3,111,Platinum
16464,20,236,1323.0,1,1,1,3,111,Platinum
15113,10,100,3616.0,1,1,1,3,111,Platinum
17655,11,91,2646.0,1,1,1,3,111,Platinum
18179,10,90,1801.0,1,1,1,3,111,Platinum
17063,22,78,1472.0,1,1,1,3,111,Platinum
15811,23,133,2232.0,1,1,1,3,111,Platinum
14250,8,111,1908.0,1,1,1,3,111,Platinum
14251,2,78,2880.0,1,1,1,3,111,Platinum
15144,9,217,6613.0,1,1,1,3,111,Platinum
14258,10,111,12673.0,1,1,1,3,111,Platinum
14554,11,216,2388.0,1,1,1,3,111,Platinum
15358,5,551,8378.0,1,1,1,3,111,Platinum
13126,5,140,2103.0,1,1,1,3,111,Platinum
15680,10,78,1342.0,1,1,1,3,111,Platinum
15117,15,79,1568.0,1,1,1,3,111,Platinum
14299,9,143,3969.0,1,1,1,3,111,Platinum
18161,16,80,1626.0,1,1,1,3,111,Platinum
13069,1,425,4453.0,1,1,1,3,111,Platinum
13118,20,79,1205.0,1,1,1,3,111,Platinum
17001,1,169,4007.0,1,1,1,3,111,Platinum
17651,12,232,3986.0,1,1,1,3,111,Platinum
14449,19,258,918.0,1,1,2,4,112,Platinum
17566,9,152,913.0,1,1,2,4,112,Platinum
15877,2,129,497.0,1,1,2,4,112,Platinum
16085,24,167,1003.0,1,1,2,4,112,Platinum
14553,20,113,867.0,1,1,2,4,112,Platinum
13991,13,84,865.0,1,1,2,4,112,Platinum
17461,23,111,763.0,1,1,2,4,112,Platinum
17759,18,95,843.0,1,1,2,4,112,Platinum
14446,1,293,1049.0,1,1,2,4,112,Platinum
15862,9,147,846.0,1,1,2,4,112,Platinum
16900,17,79,886.0,1,1,2,4,112,Platinum
13782,13,115,919.0,1,1,2,4,112,Platinum
14467,18,90,607.0,1,1,2,4,112,Platinum
17042,3,98,1049.0,1,1,2,4,112,Platinum
15721,12,91,506.0,1,1,2,4,112,Platinum
14629,5,152,979.0,1,1,2,4,112,Platinum
17522,2,73,1075.0,1,1,2,4,112,Platinum
17014,9,74,592.0,1,1,2,4,112,Platinum
17812,13,141,737.0,1,1,2,4,112,Platinum
17236,13,105,920.0,1,1,2,4,112,Platinum
15919,20,143,649.0,1,1,2,4,112,Platinum
16924,22,83,857.0,1,1,2,4,112,Platinum
14093,13,105,453.0,1,1,2,4,112,Platinum
14710,15,139,609.0,1,1,2,4,112,Platinum
16015,4,182,707.0,1,1,2,4,112,Platinum
14234,23,159,785.0,1,1,2,4,112,Platinum
14083,5,181,1035.0,1,1,2,4,112,Platinum
15933,22,74,1113.0,1,1,2,4,112,Platinum
15584,24,123,731.0,1,1,2,4,112,Platinum
14593,22,152,626.0,1,1,2,4,112,Platinum
17595,13,83,399.0,1,1,2,4,112,Platinum
14583,6,330,1084.0,1,1,2,4,112,Platinum
17797,23,111,785.0,1,1,2,4,112,Platinum
16009,23,90,999.0,1,1,2,4,112,Platinum
14657,18,126,858.0,1,1,2,4,112,Platinum
17779,22,82,661.0,1,1,2,4,112,Platinum
14577,13,123,862.0,1,1,2,4,112,Platinum
13822,6,96,642.0,1,1,2,4,112,Platinum
17618,6,78,980.0,1,1,2,4,112,Platinum
15965,18,122,859.0,1,1,2,4,112,Platinum
13956,6,152,1037.0,1,1,2,4,112,Platinum
17075,18,77,839.0,1,1,2,4,112,Platinum
16916,24,143,583.0,1,1,2,4,112,Platinum
13838,6,174,699.0,1,1,2,4,112,Platinum
15967,24,84,427.0,1,1,2,4,112,Platinum
14664,20,99,640.0,1,1,2,4,112,Platinum
14419,11,206,1068.0,1,1,2,4,112,Platinum
15747,13,93,970.0,1,1,2,4,112,Platinum
14540,10,76,1006.0,1,1,2,4,112,Platinum
16005,13,218,627.0,1,1,2,4,112,Platinum
15907,4,249,971.0,1,1,2,4,112,Platinum
14034,23,89,660.0,1,1,2,4,112,Platinum
17516,16,137,778.0,1,1,2,4,112,Platinum
15743,17,88,796.0,1,1,2,4,112,Platinum
14675,17,102,612.0,1,1,2,4,112,Platinum
17555,20,106,486.0,1,1,2,4,112,Platinum
13546,13,98,628.0,1,1,2,4,112,Platinum
16809,24,149,919.0,1,1,2,4,112,Platinum
18156,13,140,745.0,1,1,2,4,112,Platinum
13467,11,99,1096.0,1,1,2,4,112,Platinum
17290,4,102,531.0,1,1,2,4,112,Platinum
17397,23,92,702.0,1,1,2,4,112,Platinum
15525,3,178,829.0,1,1,2,4,112,Platinum
12970,8,151,457.0,1,1,2,4,112,Platinum
16469,24,182,661.0,1,1,2,4,112,Platinum
16869,23,128,834.0,1,1,2,4,112,Platinum
16442,2,174,622.0,1,1,2,4,112,Platinum
17198,24,96,700.0,1,1,2,4,112,Platinum
16438,6,132,811.0,1,1,2,4,112,Platinum
17345,16,87,543.0,1,1,2,4,112,Platinum
13212,20,142,795.0,1,1,2,4,112,Platinum
16877,13,159,865.0,1,1,2,4,112,Platinum
12904,19,72,515.0,1,1,2,4,112,Platinum
15471,3,77,477.0,1,1,2,4,112,Platinum
15533,20,83,813.0,1,1,2,4,112,Platinum
13117,22,76,988.0,1,1,2,4,112,Platinum
16200,5,179,1085.0,1,1,2,4,112,Platinum
16511,22,169,960.0,1,1,2,4,112,Platinum
14871,4,98,529.0,1,1,2,4,112,Platinum
13569,18,85,379.0,1,1,2,4,112,Platinum
14869,9,71,733.0,1,1,2,4,112,Platinum
15506,23,164,967.0,1,1,2,4,112,Platinum
13077,2,112,739.0,1,1,2,4,112,Platinum
17321,9,107,705.0,1,1,2,4,112,Platinum
17114,6,127,819.0,1,1,2,4,112,Platinum
17936,6,77,390.0,1,1,2,4,112,Platinum
16495,4,97,696.0,1,1,2,4,112,Platinum
13030,12,99,804.0,1,1,2,4,112,Platinum
17323,16,200,940.0,1,1,2,4,112,Platinum
16261,18,124,754.0,1,1,2,4,112,Platinum
17405,2,82,1038.0,1,1,2,4,112,Platinum
15511,12,160,921.0,1,1,2,4,112,Platinum
13596,6,166,703.0,1,1,2,4,112,Platinum
16533,20,177,1107.0,1,1,2,4,112,Platinum
16347,12,92,891.0,1,1,2,4,112,Platinum
13558,6,175,608.0,1,1,2,4,112,Platinum
17360,18,132,590.0,1,1,2,4,112,Platinum
15053,5,71,703.0,1,1,2,4,112,Platinum
16885,16,101,481.0,1,1,2,4,112,Platinum
18096,12,213,923.0,1,1,2,4,112,Platinum
18034,22,112,427.0,1,1,2,4,112,Platinum
15031,5,111,680.0,1,1,2,4,112,Platinum
12847,23,91,871.0,1,1,2,4,112,Platinum
16399,20,73,410.0,1,1,2,4,112,Platinum
16657,10,208,956.0,1,1,2,4,112,Platinum
17379,12,83,412.0,1,1,2,4,112,Platinum
16891,2,203,808.0,1,1,2,4,112,Platinum
17884,4,117,731.0,1,1,2,4,112,Platinum
15022,12,135,916.0,1,1,2,4,112,Platinum
17864,13,102,602.0,1,1,2,4,112,Platinum
17883,4,145,678.0,1,1,2,4,112,Platinum
16376,9,125,996.0,1,1,2,4,112,Platinum
16368,3,76,500.0,1,1,2,4,112,Platinum
16361,10,106,902.0,1,1,2,4,112,Platinum
17387,20,78,794.0,1,1,2,4,112,Platinum
17371,18,87,426.0,1,1,2,4,112,Platinum
13736,6,191,747.0,1,1,2,4,112,Platinum
16892,2,99,531.0,1,1,2,4,112,Platinum
17254,5,112,281.0,1,1,3,5,113,Platinum
15901,17,116,371.0,1,1,3,5,113,Platinum
17914,4,80,334.0,1,1,3,5,113,Platinum
15054,13,114,296.0,1,1,3,5,113,Platinum
15850,20,97,240.0,1,1,3,5,113,Platinum
17266,3,80,317.0,1,1,3,5,113,Platinum
15872,15,128,359.0,1,1,3,5,113,Platinum
13428,11,74,214.0,1,1,3,5,113,Platinum
14954,13,85,341.0,1,1,3,5,113,Platinum
15060,9,121,305.0,1,1,3,5,113,Platinum
13094,22,24,1922.0,1,2,1,4,121,Platinum
13516,22,44,1393.0,1,2,1,4,121,Platinum
17090,5,63,2046.0,1,2,1,4,121,Platinum
15500,9,68,1138.0,1,2,1,4,121,Platinum
16365,18,51,1548.0,1,2,1,4,121,Platinum
15145,5,67,1196.0,1,2,1,4,121,Platinum
16966,9,28,2153.0,1,2,1,4,121,Platinum
15489,23,50,1139.0,1,2,1,4,121,Platinum
14297,18,62,1308.0,1,2,1,4,121,Platinum
17412,3,66,1269.0,1,2,1,4,121,Platinum
17410,17,64,1221.0,1,2,1,4,121,Platinum
13297,8,59,2097.0,1,2,1,4,121,Platinum
13308,23,54,1387.0,1,2,1,4,121,Platinum
14129,2,52,1125.0,1,2,1,4,121,Platinum
14285,22,27,1910.0,1,2,1,4,121,Platinum
18061,22,46,2125.0,1,2,1,4,121,Platinum
15136,3,68,1293.0,1,2,1,4,121,Platinum
13941,22,45,5113.0,1,2,1,4,121,Platinum
18167,24,37,1384.0,1,2,1,4,121,Platinum
15602,9,47,1303.0,1,2,1,4,121,Platinum
13500,24,65,1172.0,1,2,1,4,121,Platinum
14655,9,49,1932.0,1,2,1,4,121,Platinum
14047,9,32,1314.0,1,2,1,4,121,Platinum
13225,4,32,6466.0,1,2,1,4,121,Platinum
17135,17,52,1146.0,1,2,1,4,121,Platinum
17386,8,28,2688.0,1,2,1,4,121,Platinum
16350,22,57,1124.0,1,2,1,4,121,Platinum
16333,8,45,26628.0,1,2,1,4,121,Platinum
13211,11,56,1204.0,1,2,1,4,121,Platinum
15088,22,57,1164.0,1,2,1,4,121,Platinum
17133,16,27,4894.0,1,2,1,4,121,Platinum
17739,12,47,2794.0,1,2,1,4,121,Platinum
17671,16,53,1575.0,1,2,1,4,121,Platinum
13447,24,59,1137.0,1,2,1,4,121,Platinum
18144,8,43,2892.0,1,2,1,4,121,Platinum
15971,18,35,4204.0,1,2,1,4,121,Platinum
16359,8,66,1761.0,1,2,1,4,121,Platinum
13456,18,63,1771.0,1,2,1,4,121,Platinum
16949,4,60,1293.0,1,2,1,4,121,Platinum
15380,9,36,1693.0,1,2,1,4,121,Platinum
15611,10,43,1597.0,1,2,1,4,121,Platinum
17402,5,59,2635.0,1,2,1,4,121,Platinum
13282,19,37,1139.0,1,2,1,4,121,Platinum
15116,18,45,1355.0,1,2,1,4,121,Platinum
13495,8,48,2047.0,1,2,1,4,121,Platinum
16954,1,54,2086.0,1,2,1,4,121,Platinum
16748,18,69,1536.0,1,2,1,4,121,Platinum
13499,18,42,1164.0,1,2,1,4,121,Platinum
14897,8,55,1371.0,1,2,1,4,121,Platinum
14216,4,59,1846.0,1,2,1,4,121,Platinum
14824,11,29,1130.0,1,2,1,4,121,Platinum
17949,2,70,58511.0,1,2,1,4,121,Platinum
13868,8,33,3193.0,1,2,1,4,121,Platinum
17924,12,31,2964.0,1,2,1,4,121,Platinum
13629,24,59,7795.0,1,2,1,4,121,Platinum
14834,18,67,1724.0,1,2,1,4,121,Platinum
15782,10,43,2619.0,1,2,1,4,121,Platinum
12950,3,23,1843.0,1,2,1,4,121,Platinum
16062,10,64,1156.0,1,2,1,4,121,Platinum
14739,5,60,3906.0,1,2,1,4,121,Platinum
14511,12,68,1317.0,1,2,1,4,121,Platinum
14741,12,59,1401.0,1,2,1,4,121,Platinum
13064,13,69,1129.0,1,2,1,4,121,Platinum
12919,9,50,1339.0,1,2,1,4,121,Platinum
12913,5,50,2485.0,1,2,1,4,121,Platinum
12912,3,24,1661.0,1,2,1,4,121,Platinum
12989,4,64,6922.0,1,2,1,4,121,Platinum
13685,3,39,3113.0,1,2,1,4,121,Platinum
17584,8,35,1249.0,1,2,1,4,121,Platinum
16688,2,62,1265.0,1,2,1,4,121,Platinum
14440,9,55,2359.0,1,2,1,4,121,Platinum
14441,1,51,1715.0,1,2,1,4,121,Platinum
16653,17,69,1214.0,1,2,1,4,121,Platinum
13784,10,31,2463.0,1,2,1,4,121,Platinum
14447,19,70,1176.0,1,2,1,4,121,Platinum
17101,11,42,1624.0,1,2,1,4,121,Platinum
15270,16,41,2382.0,1,2,1,4,121,Platinum
17562,15,63,1132.0,1,2,1,4,121,Platinum
16103,8,48,1441.0,1,2,1,4,121,Platinum
16107,18,31,3210.0,1,2,1,4,121,Platinum
17857,5,54,26886.0,1,2,1,4,121,Platinum
13743,3,41,1345.0,1,2,1,4,121,Platinum
12906,12,63,2923.0,1,2,1,4,121,Platinum
17809,17,61,5416.0,1,2,1,4,121,Platinum
14113,4,34,1842.0,1,2,1,4,121,Platinum
17621,22,26,1382.0,1,2,1,4,121,Platinum
14708,3,28,1128.0,1,2,1,4,121,Platinum
12997,23,59,1233.0,1,2,1,4,121,Platinum
14859,13,58,1361.0,1,2,1,4,121,Platinum
17937,9,43,4303.0,1,2,1,4,121,Platinum
16539,3,45,1393.0,1,2,1,4,121,Platinum
13882,3,65,1195.0,1,2,1,4,121,Platinum
17306,11,66,8644.0,1,2,1,4,121,Platinum
15132,19,52,983.0,1,2,2,5,122,Platinum
14289,9,47,919.0,1,2,2,5,122,Platinum
14550,11,48,769.0,1,2,2,5,122,Platinum
17034,17,30,748.0,1,2,2,5,122,Platinum
13258,12,38,705.0,1,2,2,5,122,Platinum
15883,3,49,400.0,1,2,2,5,122,Platinum
14157,20,48,433.0,1,2,2,5,122,Platinum
17250,4,57,389.0,1,2,2,5,122,Platinum
18158,10,34,464.0,1,2,2,5,122,Platinum
17579,5,50,450.0,1,2,2,5,122,Platinum
13247,18,25,504.0,1,2,2,5,122,Platinum
17503,3,38,560.0,1,2,2,5,122,Platinum
16535,6,31,599.0,1,2,2,5,122,Platinum
16642,5,34,688.0,1,2,2,5,122,Platinum
17232,3,36,425.0,1,2,2,5,122,Platinum
15239,11,49,782.0,1,2,2,5,122,Platinum
14173,11,29,456.0,1,2,2,5,122,Platinum
15274,5,47,718.0,1,2,2,5,122,Platinum
17631,2,39,534.0,1,2,2,5,122,Platinum
13040,9,43,680.0,1,2,2,5,122,Platinum
15253,17,53,918.0,1,2,2,5,122,Platinum
17006,5,44,787.0,1,2,2,5,122,Platinum
13314,2,62,781.0,1,2,2,5,122,Platinum
13311,5,26,602.0,1,2,2,5,122,Platinum
17557,15,34,544.0,1,2,2,5,122,Platinum
12820,4,59,946.0,1,2,2,5,122,Platinum
15028,9,48,629.0,1,2,2,5,122,Platinum
15725,16,32,419.0,1,2,2,5,122,Platinum
14470,12,43,466.0,1,2,2,5,122,Platinum
12827,6,25,435.0,1,2,2,5,122,Platinum
15712,10,53,1082.0,1,2,2,5,122,Platinum
14293,4,61,1047.0,1,2,2,5,122,Platinum
12828,3,56,1021.0,1,2,2,5,122,Platinum
14138,2,47,980.0,1,2,2,5,122,Platinum
16513,5,35,875.0,1,2,2,5,122,Platinum
14140,4,66,935.0,1,2,2,5,122,Platinum
14141,3,40,917.0,1,2,2,5,122,Platinum
15414,10,39,777.0,1,2,2,5,122,Platinum
16682,5,30,1026.0,1,2,2,5,122,Platinum
17502,10,28,690.0,1,2,2,5,122,Platinum
15156,2,55,965.0,1,2,2,5,122,Platinum
17711,11,23,386.0,1,2,2,5,122,Platinum
15297,11,39,643.0,1,2,2,5,122,Platinum
15745,20,62,1103.0,1,2,2,5,122,Platinum
15645,19,52,615.0,1,2,2,5,122,Platinum
13167,19,65,794.0,1,2,2,5,122,Platinum
15197,11,32,1081.0,1,2,2,5,122,Platinum
17329,15,33,527.0,1,2,2,5,122,Platinum
17664,19,43,608.0,1,2,2,5,122,Platinum
14597,12,55,889.0,1,2,2,5,122,Platinum
16759,8,42,796.0,1,2,2,5,122,Platinum
12951,9,63,1070.0,1,2,2,5,122,Platinum
16561,6,31,513.0,1,2,2,5,122,Platinum
14594,8,53,386.0,1,2,2,5,122,Platinum
18221,23,64,1045.0,1,2,2,5,122,Platinum
14539,16,32,537.0,1,2,2,5,122,Platinum
14359,20,55,915.0,1,2,2,5,122,Platinum
13138,23,63,966.0,1,2,2,5,122,Platinum
15110,24,35,995.0,1,2,2,5,122,Platinum
16999,24,23,486.0,1,2,2,5,122,Platinum
13131,24,44,1081.0,1,2,2,5,122,Platinum
12994,5,61,986.0,1,2,2,5,122,Platinum
12991,24,31,507.0,1,2,2,5,122,Platinum
12993,24,27,422.0,1,2,2,5,122,Platinum
17299,12,57,673.0,1,2,2,5,122,Platinum
17324,18,50,997.0,1,2,2,5,122,Platinum
13171,22,46,471.0,1,2,2,5,122,Platinum
12936,18,62,1066.0,1,2,2,5,122,Platinum
17523,12,33,653.0,1,2,2,5,122,Platinum
15399,2,50,824.0,1,2,2,5,122,Platinum
15073,10,54,1056.0,1,2,2,5,122,Platinum
17624,15,50,847.0,1,2,2,5,122,Platinum
15081,23,33,508.0,1,2,2,5,122,Platinum
16616,16,33,503.0,1,2,2,5,122,Platinum
15822,4,33,888.0,1,2,2,5,122,Platinum
18237,3,61,987.0,1,2,2,5,122,Platinum
17227,19,47,942.0,1,2,2,5,122,Platinum
13238,18,31,707.0,1,2,2,5,122,Platinum
13203,10,57,872.0,1,2,2,5,122,Platinum
14332,23,26,866.0,1,2,2,5,122,Platinum
13200,20,46,873.0,1,2,2,5,122,Platinum
15208,2,42,875.0,1,2,2,5,122,Platinum
18130,16,70,1063.0,1,2,2,5,122,Platinum
13028,23,45,663.0,1,2,2,5,122,Platinum
14205,17,24,467.0,1,2,2,5,122,Platinum
16600,5,62,817.0,1,2,2,5,122,Platinum
13026,2,40,973.0,1,2,2,5,122,Platinum
15344,1,26,569.0,1,2,2,5,122,Platinum
14198,19,39,708.0,1,2,2,5,122,Platinum
12925,5,45,693.0,1,2,2,5,122,Platinum
15550,5,61,582.0,1,2,2,5,122,Platinum
16008,24,33,483.0,1,2,2,5,122,Platinum
13940,18,49,842.0,1,2,2,5,122,Platinum
17411,13,41,782.0,1,2,2,5,122,Platinum
13950,12,35,750.0,1,2,2,5,122,Platinum
16833,2,47,1112.0,1,2,2,5,122,Platinum
14805,16,47,557.0,1,2,2,5,122,Platinum
13954,2,25,443.0,1,2,2,5,122,Platinum
16824,16,26,462.0,1,2,2,5,122,Platinum
13509,9,44,982.0,1,2,2,5,122,Platinum
16933,2,44,565.0,1,2,2,5,122,Platinum
13496,11,35,656.0,1,2,2,5,122,Platinum
16811,5,28,548.0,1,2,2,5,122,Platinum
14904,3,69,1029.0,1,2,2,5,122,Platinum
14910,3,30,437.0,1,2,2,5,122,Platinum
13939,24,45,570.0,1,2,2,5,122,Platinum
17985,23,23,642.0,1,2,2,5,122,Platinum
17096,16,48,1029.0,1,2,2,5,122,Platinum
15977,18,65,1065.0,1,2,2,5,122,Platinum
16804,24,60,539.0,1,2,2,5,122,Platinum
14756,16,38,743.0,1,2,2,5,122,Platinum
16311,18,37,619.0,1,2,2,5,122,Platinum
15561,12,27,804.0,1,2,2,5,122,Platinum
13705,8,28,713.0,1,2,2,5,122,Platinum
15467,10,52,529.0,1,2,2,5,122,Platinum
14948,24,63,1104.0,1,2,2,5,122,Platinum
18001,13,58,423.0,1,2,2,5,122,Platinum
16139,19,31,638.0,1,2,2,5,122,Platinum
16094,12,63,1077.0,1,2,2,5,122,Platinum
17888,22,67,733.0,1,2,2,5,122,Platinum
16298,23,27,600.0,1,2,2,5,122,Platinum
14020,17,39,642.0,1,2,2,5,122,Platinum
17830,2,23,403.0,1,2,2,5,122,Platinum
14883,19,53,771.0,1,2,2,5,122,Platinum
14820,22,29,507.0,1,2,2,5,122,Platinum
16164,18,34,821.0,1,2,2,5,122,Platinum
16185,17,31,531.0,1,2,2,5,122,Platinum
17425,20,43,761.0,1,2,2,5,122,Platinum
17817,5,33,391.0,1,2,2,5,122,Platinum
14851,24,28,509.0,1,2,2,5,122,Platinum
17806,12,43,544.0,1,2,2,5,122,Platinum
15571,12,57,649.0,1,2,2,5,122,Platinum
16038,8,26,471.0,1,2,2,5,122,Platinum
13673,19,65,397.0,1,2,2,5,122,Platinum
16204,24,57,411.0,1,2,2,5,122,Platinum
16070,23,33,853.0,1,2,2,5,122,Platinum
13884,8,59,791.0,1,2,2,5,122,Platinum
13823,19,40,967.0,1,2,2,5,122,Platinum
17115,9,39,844.0,1,2,2,5,122,Platinum
17119,4,35,610.0,1,2,2,5,122,Platinum
16212,20,41,696.0,1,2,2,5,122,Platinum
13894,24,27,567.0,1,2,2,5,122,Platinum
16915,10,57,626.0,1,2,2,5,122,Platinum
14720,6,37,666.0,1,2,2,5,122,Platinum
14744,17,26,1103.0,1,2,2,5,122,Platinum
16020,17,46,854.0,1,2,2,5,122,Platinum
13681,18,57,834.0,1,2,2,5,122,Platinum
13579,15,23,471.0,1,2,2,5,122,Platinum
13575,24,46,737.0,1,2,2,5,122,Platinum
13914,12,33,628.0,1,2,2,5,122,Platinum
13928,11,27,468.0,1,2,2,5,122,Platinum
15568,3,53,761.0,1,2,2,5,122,Platinum
17466,11,41,769.0,1,2,2,5,122,Platinum
16134,22,35,619.0,1,2,2,5,122,Platinum
15539,8,41,539.0,1,2,2,5,122,Platinum
16352,18,28,501.0,1,2,2,5,122,Platinum
13719,16,60,1044.0,1,2,2,5,122,Platinum
17736,10,25,379.0,1,2,2,5,122,Platinum
17727,16,66,1068.0,1,2,2,5,122,Platinum
15951,9,41,714.0,1,2,2,5,122,Platinum
14790,17,46,754.0,1,2,2,5,122,Platinum
14788,8,30,682.0,1,2,2,5,122,Platinum
14075,5,43,944.0,1,2,2,5,122,Platinum
17100,19,65,973.0,1,2,2,5,122,Platinum
16343,17,47,372.0,1,2,2,5,122,Platinum
17144,2,48,993.0,1,2,2,5,122,Platinum
15434,9,55,1048.0,1,2,2,5,122,Platinum
13389,12,51,802.0,1,2,2,5,122,Platinum
15948,9,60,961.0,1,2,2,5,122,Platinum
16968,5,31,442.0,1,2,2,5,122,Platinum
13430,19,49,680.0,1,2,2,5,122,Platinum
17495,8,27,500.0,1,2,2,5,122,Platinum
13363,18,60,993.0,1,2,2,5,122,Platinum
14023,8,31,585.0,1,2,2,5,122,Platinum
13350,17,40,983.0,1,2,2,5,122,Platinum
13429,11,67,1011.0,1,2,2,5,122,Platinum
15963,20,28,474.0,1,2,2,5,122,Platinum
13427,20,29,581.0,1,2,2,5,122,Platinum
13417,5,28,644.0,1,2,2,5,122,Platinum
16364,12,53,714.0,1,2,2,5,122,Platinum
12920,18,28,167.0,1,2,3,6,123,Gold
14349,11,31,136.0,1,2,3,6,123,Gold
15435,23,29,153.0,1,2,3,6,123,Gold
15900,24,51,353.0,1,2,3,6,123,Gold
17561,20,46,171.0,1,2,3,6,123,Gold
17301,22,66,200.0,1,2,3,6,123,Gold
15904,9,30,167.0,1,2,3,6,123,Gold
16666,20,32,124.0,1,2,3,6,123,Gold
17286,22,45,153.0,1,2,3,6,123,Gold
14966,15,38,194.0,1,2,3,6,123,Gold
16406,19,63,161.0,1,2,3,6,123,Gold
14087,3,69,198.0,1,2,3,6,123,Gold
17385,15,47,267.0,1,2,3,6,123,Gold
13560,8,33,175.0,1,2,3,6,123,Gold
14508,23,57,278.0,1,2,3,6,123,Gold
17432,19,48,368.0,1,2,3,6,123,Gold
13565,20,38,245.0,1,2,3,6,123,Gold
15714,12,35,332.0,1,2,3,6,123,Gold
17772,11,53,185.0,1,2,3,6,123,Gold
15163,19,29,305.0,1,2,3,6,123,Gold
16024,13,64,257.0,1,2,3,6,123,Gold
15790,11,35,225.0,1,2,3,6,123,Gold
17383,5,51,203.0,1,2,3,6,123,Gold
14984,20,41,215.0,1,2,3,6,123,Gold
17904,22,38,195.0,1,2,3,6,123,Gold
18101,12,41,227.0,1,2,3,6,123,Gold
16479,11,35,302.0,1,2,3,6,123,Gold
14658,6,29,248.0,1,2,3,6,123,Gold
15318,4,33,309.0,1,2,3,6,123,Gold
17760,22,25,289.0,1,2,3,6,123,Gold
16330,18,39,254.0,1,2,3,6,123,Gold
17247,16,55,282.0,1,2,3,6,123,Gold
17911,10,39,369.0,1,2,3,6,123,Gold
13780,8,57,364.0,1,2,3,6,123,Gold
